id	qtdtotal	qtdamarelo	qtdindigeno	qtdpreto	qtdpardo	qtdbranco	qtdcota	prcamarelo	prcindigeno	prcpreto	prcpardo	prcbranco	prccota
4117	34	0	0	0	1	33	33	0.00	0.00	0.00	2.94	97.06	2.94
4118	111	0	0	12	7	86	86	0.00	0.00	10.81	6.31	77.48	17.12
4119	72	0	0	0	5	67	67	0.00	0.00	0.00	6.94	93.06	6.94
4120	1674	9	1	56	156	1424	1424	0.54	0.06	3.35	9.32	85.07	12.72
4121	590	1	0	16	36	535	535	0.17	0.00	2.71	6.10	90.68	8.81
4122	51	0	0	0	1	50	50	0.00	0.00	0.00	1.96	98.04	1.96
4123	281	1	1	5	21	249	249	0.36	0.36	1.78	7.47	88.61	9.61
4124	100	0	0	1	6	90	90	0.00	0.00	1.00	6.00	90.00	7.00
4125	270	1	0	8	34	224	224	0.37	0.00	2.96	12.59	82.96	15.56
4126	8333	75	19	460	1022	6540	6540	0.90	0.23	5.52	12.26	78.48	18.01
4127	79	0	0	0	2	75	75	0.00	0.00	0.00	2.53	94.94	2.53
4128	163	0	0	17	14	129	129	0.00	0.00	10.43	8.59	79.14	19.02
4129	109	0	0	5	5	99	99	0.00	0.00	4.59	4.59	90.83	9.17
4130	51	1	0	1	2	47	47	1.96	0.00	1.96	3.92	92.16	5.88
4131	428	2	0	19	42	359	359	0.47	0.00	4.44	9.81	83.88	14.25
4132	730	2	1	25	109	585	585	0.27	0.14	3.42	14.93	80.14	18.49
4133	290	1	0	4	33	248	248	0.34	0.00	1.38	11.38	85.52	12.76
4134	1138	2	5	74	84	960	960	0.18	0.44	6.50	7.38	84.36	14.32
4135	45	0	2	0	1	39	39	0.00	4.44	0.00	2.22	86.67	6.67
4136	123	0	0	1	12	108	108	0.00	0.00	0.81	9.76	87.80	10.57
4137	137	2	0	7	9	118	118	1.46	0.00	5.11	6.57	86.13	11.68
4138	105	0	0	4	1	99	99	0.00	0.00	3.81	0.95	94.29	4.76
4139	286	0	0	11	29	242	242	0.00	0.00	3.85	10.14	84.62	13.99
4140	161	0	1	8	15	134	134	0.00	0.62	4.97	9.32	83.23	14.91
4141	20	0	0	0	1	18	18	0.00	0.00	0.00	5.00	90.00	5.00
4142	65	0	0	4	3	58	58	0.00	0.00	6.15	4.62	89.23	10.77
4143	235	5	0	18	47	162	162	2.13	0.00	7.66	20.00	68.94	27.66
4144	369	2	6	5	40	310	310	0.54	1.63	1.36	10.84	84.01	13.82
4145	19	0	0	0	0	19	19	0.00	0.00	0.00	0.00	100.00	0.00
4146	40	0	0	1	0	37	37	0.00	0.00	2.50	0.00	92.50	2.50
4147	93	2	0	0	11	80	80	2.15	0.00	0.00	11.83	86.02	11.83
4148	138	2	0	3	23	108	108	1.45	0.00	2.17	16.67	78.26	18.84
4149	16	0	0	0	0	8	8	0.00	0.00	0.00	0.00	50.00	0.00
4150	75	0	0	2	1	71	71	0.00	0.00	2.67	1.33	94.67	4.00
4151	42	0	0	0	3	37	37	0.00	0.00	0.00	7.14	88.10	7.14
4152	354	6	0	1	14	332	332	1.69	0.00	0.28	3.95	93.79	4.24
4153	231	0	0	12	8	209	209	0.00	0.00	5.19	3.46	90.48	8.66
4154	80	1	0	0	9	70	70	1.25	0.00	0.00	11.25	87.50	11.25
4155	2181	14	2	107	185	1845	1845	0.64	0.09	4.91	8.48	84.59	13.48
4156	64	0	0	2	2	60	60	0.00	0.00	3.13	3.13	93.75	6.25
4157	120	0	0	2	7	109	109	0.00	0.00	1.67	5.83	90.83	7.50
4158	183	2	1	3	11	166	166	1.09	0.55	1.64	6.01	90.71	8.20
4159	70	1	0	0	5	63	63	1.43	0.00	0.00	7.14	90.00	7.14
4160	71	0	0	1	7	63	63	0.00	0.00	1.41	9.86	88.73	11.27
4161	40	0	0	0	1	37	37	0.00	0.00	0.00	2.50	92.50	2.50
4162	605	4	1	15	30	553	553	0.66	0.17	2.48	4.96	91.40	7.60
4163	26	0	0	0	7	19	19	0.00	0.00	0.00	26.92	73.08	26.92
4164	81	0	0	2	2	66	66	0.00	0.00	2.47	2.47	81.48	4.94
4165	348	7	2	27	15	296	296	2.01	0.57	7.76	4.31	85.06	12.64
4166	2243	8	1	158	162	1895	1895	0.36	0.04	7.04	7.22	84.49	14.31
4167	73	1	0	2	0	70	70	1.37	0.00	2.74	0.00	95.89	2.74
4168	65	0	0	1	5	59	59	0.00	0.00	1.54	7.69	90.77	9.23
4169	137	1	1	1	16	118	118	0.73	0.73	0.73	11.68	86.13	13.14
4170	41	0	0	0	3	37	37	0.00	0.00	0.00	7.32	90.24	7.32
4171	1069	3	3	85	109	843	843	0.28	0.28	7.95	10.20	78.86	18.43
4172	501	3	0	18	40	436	436	0.60	0.00	3.59	7.98	87.03	11.58
4173	893	5	2	86	85	707	707	0.56	0.22	9.63	9.52	79.17	19.37
4174	71	0	8	0	1	62	62	0.00	11.27	0.00	1.41	87.32	12.68
4175	99	0	0	9	9	80	80	0.00	0.00	9.09	9.09	80.81	18.18
4176	228	2	2	8	40	172	172	0.88	0.88	3.51	17.54	75.44	21.93
4177	89	0	5	1	8	68	68	0.00	5.62	1.12	8.99	76.40	15.73
4178	4148	27	3	126	445	3438	3438	0.65	0.07	3.04	10.73	82.88	13.84
4179	81	0	0	0	8	55	55	0.00	0.00	0.00	9.88	67.90	9.88
4180	92	0	0	1	12	79	79	0.00	0.00	1.09	13.04	85.87	14.13
4181	181	1	0	6	21	152	152	0.55	0.00	3.31	11.60	83.98	14.92
4182	64	1	0	0	2	58	58	1.56	0.00	0.00	3.13	90.63	3.13
4183	38	0	0	0	2	36	36	0.00	0.00	0.00	5.26	94.74	5.26
4184	429	2	1	6	42	377	377	0.47	0.23	1.40	9.79	87.88	11.42
4185	210	2	0	2	12	190	190	0.95	0.00	0.95	5.71	90.48	6.67
4186	788	3	2	18	63	694	694	0.38	0.25	2.28	7.99	88.07	10.53
4187	3003	9	6	235	225	2490	2490	0.30	0.20	7.83	7.49	82.92	15.52
4188	577	1	0	19	37	416	416	0.17	0.00	3.29	6.41	72.10	9.71
4189	68	0	0	0	1	64	64	0.00	0.00	0.00	1.47	94.12	1.47
4190	38	0	0	0	4	34	34	0.00	0.00	0.00	10.53	89.47	10.53
4191	47	0	0	0	1	46	46	0.00	0.00	0.00	2.13	97.87	2.13
4192	1207	7	0	32	123	1030	1030	0.58	0.00	2.65	10.19	85.34	12.84
4193	180	2	0	20	17	132	132	1.11	0.00	11.11	9.44	73.33	20.56
4194	80	1	2	1	5	68	68	1.25	2.50	1.25	6.25	85.00	10.00
4195	61	0	0	3	6	31	31	0.00	0.00	4.92	9.84	50.82	14.75
4196	352	2	0	2	10	313	313	0.57	0.00	0.57	2.84	88.92	3.41
4197	488	4	1	13	37	427	427	0.82	0.20	2.66	7.58	87.50	10.45
4198	36	0	0	0	3	33	33	0.00	0.00	0.00	8.33	91.67	8.33
4199	227	4	0	4	14	172	172	1.76	0.00	1.76	6.17	75.77	7.93
4200	209	0	0	28	8	164	164	0.00	0.00	13.40	3.83	78.47	17.22
4201	18	0	0	1	1	15	15	0.00	0.00	5.56	5.56	83.33	11.11
4202	88	0	0	3	6	79	79	0.00	0.00	3.41	6.82	89.77	10.23
4203	1069	6	0	22	110	911	911	0.56	0.00	2.06	10.29	85.22	12.35
4204	713	2	2	15	30	657	657	0.28	0.28	2.10	4.21	92.15	6.59
4205	74	0	0	3	10	57	57	0.00	0.00	4.05	13.51	77.03	17.57
4206	169	0	0	12	11	144	144	0.00	0.00	7.10	6.51	85.21	13.61
4207	314	0	1	15	24	273	273	0.00	0.32	4.78	7.64	86.94	12.74
4208	50	0	0	0	2	46	46	0.00	0.00	0.00	4.00	92.00	4.00
4209	500	2	1	6	48	435	435	0.40	0.20	1.20	9.60	87.00	11.00
4210	541	7	1	13	106	400	400	1.29	0.18	2.40	19.59	73.94	22.18
4211	101	0	0	6	6	88	88	0.00	0.00	5.94	5.94	87.13	11.88
4212	450	2	0	12	34	400	400	0.44	0.00	2.67	7.56	88.89	10.22
4213	40	1	2	0	1	35	35	2.50	5.00	0.00	2.50	87.50	7.50
4214	73	0	0	3	10	60	60	0.00	0.00	4.11	13.70	82.19	17.81
4215	7039	24	13	635	587	5713	5713	0.34	0.18	9.02	8.34	81.16	17.55
4216	49	0	1	0	4	44	44	0.00	2.04	0.00	8.16	89.80	10.20
4217	3349	15	9	373	278	2640	2640	0.45	0.27	11.14	8.30	78.83	19.71
4218	563	2	1	18	36	498	498	0.36	0.18	3.20	6.39	88.45	9.77
4219	275	5	0	4	23	239	239	1.82	0.00	1.45	8.36	86.91	9.82
4220	90	0	0	1	3	86	86	0.00	0.00	1.11	3.33	95.56	4.44
4221	207	0	0	9	14	141	141	0.00	0.00	4.35	6.76	68.12	11.11
4222	63	2	0	4	9	47	47	3.17	0.00	6.35	14.29	74.60	20.63
4223	428	4	0	16	46	350	350	0.93	0.00	3.74	10.75	81.78	14.49
4224	190	3	0	13	30	130	130	1.58	0.00	6.84	15.79	68.42	22.63
4225	122	2	1	0	13	104	104	1.64	0.82	0.00	10.66	85.25	11.48
4226	173	1	0	8	9	154	154	0.58	0.00	4.62	5.20	89.02	9.83
4227	112	1	0	2	8	100	100	0.89	0.00	1.79	7.14	89.29	8.93
4228	219	0	0	7	18	192	192	0.00	0.00	3.20	8.22	87.67	11.42
4229	98	2	0	1	8	87	87	2.04	0.00	1.02	8.16	88.78	9.18
4230	448	2	0	6	46	392	392	0.45	0.00	1.34	10.27	87.50	11.61
4231	574	1	0	15	68	480	480	0.17	0.00	2.61	11.85	83.62	14.46
4232	2908	24	3	77	395	2318	2318	0.83	0.10	2.65	13.58	79.71	16.33
4233	122	3	0	0	8	108	108	2.46	0.00	0.00	6.56	88.52	6.56
4234	679	5	1	35	33	594	594	0.74	0.15	5.15	4.86	87.48	10.16
4235	34	0	0	0	3	31	31	0.00	0.00	0.00	8.82	91.18	8.82
4236	212	1	1	2	19	156	156	0.47	0.47	0.94	8.96	73.58	10.38
4237	53	0	0	1	19	32	32	0.00	0.00	1.89	35.85	60.38	37.74
4238	105	0	0	7	4	89	89	0.00	0.00	6.67	3.81	84.76	10.48
4239	64	1	0	0	3	60	60	1.56	0.00	0.00	4.69	93.75	4.69
4240	119	1	1	2	15	99	99	0.84	0.84	1.68	12.61	83.19	15.13
4241	105	1	0	4	14	86	86	0.95	0.00	3.81	13.33	81.90	17.14
4242	93	2	0	4	10	74	74	2.15	0.00	4.30	10.75	79.57	15.05
4243	34	0	0	1	4	29	29	0.00	0.00	2.94	11.76	85.29	14.71
4244	2293	21	7	139	427	1658	1658	0.92	0.31	6.06	18.62	72.31	24.99
4245	102	2	0	3	4	93	93	1.96	0.00	2.94	3.92	91.18	6.86
4246	96	0	0	7	12	77	77	0.00	0.00	7.29	12.50	80.21	19.79
4247	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
4248	47	0	0	0	4	43	43	0.00	0.00	0.00	8.51	91.49	8.51
4249	495	2	1	10	39	437	437	0.40	0.20	2.02	7.88	88.28	10.10
4250	92	3	0	2	16	71	71	3.26	0.00	2.17	17.39	77.17	19.57
4251	46	0	0	0	5	38	38	0.00	0.00	0.00	10.87	82.61	10.87
4252	130	0	0	4	9	115	115	0.00	0.00	3.08	6.92	88.46	10.00
4253	1757	7	3	123	106	1497	1497	0.40	0.17	7.00	6.03	85.20	13.20
4254	380	0	0	13	26	339	339	0.00	0.00	3.42	6.84	89.21	10.26
4255	31	1	0	1	1	27	27	3.23	0.00	3.23	3.23	87.10	6.45
4256	79	0	0	6	4	69	69	0.00	0.00	7.59	5.06	87.34	12.66
4257	224	2	0	8	27	143	143	0.89	0.00	3.57	12.05	63.84	15.63
4258	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
4259	483	1	0	40	37	404	404	0.21	0.00	8.28	7.66	83.64	15.94
4260	73	0	1	1	4	66	66	0.00	1.37	1.37	5.48	90.41	8.22
4261	61	0	0	0	0	61	61	0.00	0.00	0.00	0.00	100.00	0.00
4262	670	4	0	19	76	558	558	0.60	0.00	2.84	11.34	83.28	14.18
4263	103	0	0	0	2	101	101	0.00	0.00	0.00	1.94	98.06	1.94
4264	1014	4	1	31	60	871	871	0.39	0.10	3.06	5.92	85.90	9.07
4265	51	3	0	0	9	39	39	5.88	0.00	0.00	17.65	76.47	17.65
4266	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
4267	254	0	0	22	12	220	220	0.00	0.00	8.66	4.72	86.61	13.39
4268	148	1	0	0	11	135	135	0.68	0.00	0.00	7.43	91.22	7.43
4269	106	2	0	4	7	93	93	1.89	0.00	3.77	6.60	87.74	10.38
4270	37	0	1	1	1	32	32	0.00	2.70	2.70	2.70	86.49	8.11
4271	195	0	1	17	28	144	144	0.00	0.51	8.72	14.36	73.85	23.59
4272	139	0	0	4	13	119	119	0.00	0.00	2.88	9.35	85.61	12.23
4273	61	0	0	0	2	58	58	0.00	0.00	0.00	3.28	95.08	3.28
4274	285	1	2	13	40	225	225	0.35	0.70	4.56	14.04	78.95	19.30
4275	200	0	0	16	16	163	163	0.00	0.00	8.00	8.00	81.50	16.00
4276	44	0	0	0	0	44	44	0.00	0.00	0.00	0.00	100.00	0.00
4277	1210	8	0	40	121	1011	1011	0.66	0.00	3.31	10.00	83.55	13.31
4278	157	2	0	4	24	126	126	1.27	0.00	2.55	15.29	80.25	17.83
4279	113	0	0	3	5	105	105	0.00	0.00	2.65	4.42	92.92	7.08
4280	38	0	0	1	0	37	37	0.00	0.00	2.63	0.00	97.37	2.63
4281	33	0	0	0	0	33	33	0.00	0.00	0.00	0.00	100.00	0.00
4282	117	1	1	8	9	98	98	0.85	0.85	6.84	7.69	83.76	15.38
4283	60	0	3	0	1	56	56	0.00	5.00	0.00	1.67	93.33	6.67
4284	69	0	0	0	3	66	66	0.00	0.00	0.00	4.35	95.65	4.35
4285	42	0	0	0	1	41	41	0.00	0.00	0.00	2.38	97.62	2.38
4286	196	0	0	3	31	159	159	0.00	0.00	1.53	15.82	81.12	17.35
4287	171	1	0	14	14	142	142	0.58	0.00	8.19	8.19	83.04	16.37
4288	130	1	7	1	14	105	105	0.77	5.38	0.77	10.77	80.77	16.92
4289	60	0	0	1	0	59	59	0.00	0.00	1.67	0.00	98.33	1.67
4290	32	0	0	4	8	20	20	0.00	0.00	12.50	25.00	62.50	37.50
4291	53	0	0	1	0	52	52	0.00	0.00	1.89	0.00	98.11	1.89
4292	1621	6	6	96	98	1350	1350	0.37	0.37	5.92	6.05	83.28	12.34
4293	55	0	0	1	5	49	49	0.00	0.00	1.82	9.09	89.09	10.91
4294	139	3	0	0	6	130	130	2.16	0.00	0.00	4.32	93.53	4.32
4295	228	1	0	14	5	207	207	0.44	0.00	6.14	2.19	90.79	8.33
4296	99	1	1	1	5	90	90	1.01	1.01	1.01	5.05	90.91	7.07
4297	498	3	1	56	40	385	385	0.60	0.20	11.24	8.03	77.31	19.48
4298	69	0	0	2	4	62	62	0.00	0.00	2.90	5.80	89.86	8.70
4299	31	0	0	1	0	21	21	0.00	0.00	3.23	0.00	67.74	3.23
4300	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
4301	87	1	0	2	7	77	77	1.15	0.00	2.30	8.05	88.51	10.34
4302	387	1	1	16	24	342	342	0.26	0.26	4.13	6.20	88.37	10.59
4303	51	0	0	2	4	44	44	0.00	0.00	3.92	7.84	86.27	11.76
4304	239	2	7	5	24	198	198	0.84	2.93	2.09	10.04	82.85	15.06
4305	82	0	0	2	5	63	63	0.00	0.00	2.44	6.10	76.83	8.54
4306	100	0	1	1	4	93	93	0.00	1.00	1.00	4.00	93.00	6.00
4307	175	1	0	2	10	160	160	0.57	0.00	1.14	5.71	91.43	6.86
4308	49	0	0	0	2	47	47	0.00	0.00	0.00	4.08	95.92	4.08
4309	58	0	0	2	2	54	54	0.00	0.00	3.45	3.45	93.10	6.90
4310	56	0	0	0	2	51	51	0.00	0.00	0.00	3.57	91.07	3.57
4311	124	0	0	3	12	109	109	0.00	0.00	2.42	9.68	87.90	12.10
4312	333	3	2	6	37	277	277	0.90	0.60	1.80	11.11	83.18	13.51
4313	29	0	0	0	0	29	29	0.00	0.00	0.00	0.00	100.00	0.00
4314	135	0	0	5	9	120	120	0.00	0.00	3.70	6.67	88.89	10.37
4315	476	5	1	8	29	423	423	1.05	0.21	1.68	6.09	88.87	7.98
4316	800	7	2	32	85	648	648	0.88	0.25	4.00	10.63	81.00	14.88
4317	86	0	0	0	3	83	83	0.00	0.00	0.00	3.49	96.51	3.49
4318	75	0	0	0	3	72	72	0.00	0.00	0.00	4.00	96.00	4.00
4319	577	1	2	21	56	491	491	0.17	0.35	3.64	9.71	85.10	13.69
4320	116	0	0	2	27	86	86	0.00	0.00	1.72	23.28	74.14	25.00
4321	77	0	0	8	1	68	68	0.00	0.00	10.39	1.30	88.31	11.69
4322	4838	16	9	234	280	4231	4231	0.33	0.19	4.84	5.79	87.45	10.81
4323	106	0	0	5	8	87	87	0.00	0.00	4.72	7.55	82.08	12.26
4324	51	0	0	2	7	42	42	0.00	0.00	3.92	13.73	82.35	17.65
4325	58	0	0	0	1	36	36	0.00	0.00	0.00	1.72	62.07	1.72
4326	1299	3	0	64	66	1149	1149	0.23	0.00	4.93	5.08	88.45	10.01
4327	182	2	0	3	11	166	166	1.10	0.00	1.65	6.04	91.21	7.69
4328	234	2	1	25	27	174	174	0.85	0.43	10.68	11.54	74.36	22.65
4329	1036	8	1	43	156	813	813	0.77	0.10	4.15	15.06	78.47	19.31
4330	249	4	0	9	34	202	202	1.61	0.00	3.61	13.65	81.12	17.27
4331	1431	15	2	41	198	1167	1167	1.05	0.14	2.87	13.84	81.55	16.84
4332	281	1	1	11	29	238	238	0.36	0.36	3.91	10.32	84.70	14.59
4333	245	0	0	4	5	233	233	0.00	0.00	1.63	2.04	95.10	3.67
4334	140	0	0	11	10	94	94	0.00	0.00	7.86	7.14	67.14	15.00
4335	64	0	1	3	3	56	56	0.00	1.56	4.69	4.69	87.50	10.94
4336	1128	9	4	26	94	972	972	0.80	0.35	2.30	8.33	86.17	10.99
4337	105	0	0	0	7	98	98	0.00	0.00	0.00	6.67	93.33	6.67
4338	138	0	0	7	4	127	127	0.00	0.00	5.07	2.90	92.03	7.97
4339	4733	27	19	164	553	3846	3846	0.57	0.40	3.47	11.68	81.26	15.55
4340	57	0	0	1	1	50	50	0.00	0.00	1.75	1.75	87.72	3.51
4341	137	0	0	3	2	85	85	0.00	0.00	2.19	1.46	62.04	3.65
4342	115	0	0	25	27	63	63	0.00	0.00	21.74	23.48	54.78	45.22
4343	319	0	1	36	29	246	246	0.00	0.31	11.29	9.09	77.12	20.69
4344	114	0	0	3	10	100	100	0.00	0.00	2.63	8.77	87.72	11.40
4345	24626	98	62	3199	1837	19056	19056	0.40	0.25	12.99	7.46	77.38	20.70
4346	100	0	0	2	10	87	87	0.00	0.00	2.00	10.00	87.00	12.00
4347	85	2	0	4	13	66	66	2.35	0.00	4.71	15.29	77.65	20.00
4348	105	0	0	1	20	83	83	0.00	0.00	0.95	19.05	79.05	20.00
4349	84	0	0	5	2	76	76	0.00	0.00	5.95	2.38	90.48	8.33
4350	134	5	0	1	13	113	113	3.73	0.00	0.75	9.70	84.33	10.45
4351	619	1	1	110	61	435	435	0.16	0.16	17.77	9.85	70.27	27.79
4352	43	0	0	1	5	36	36	0.00	0.00	2.33	11.63	83.72	13.95
4353	846	1	2	114	53	661	661	0.12	0.24	13.48	6.26	78.13	19.98
4354	202	0	8	1	16	177	177	0.00	3.96	0.50	7.92	87.62	12.38
4355	23	0	0	0	0	23	23	0.00	0.00	0.00	0.00	100.00	0.00
4356	128	1	0	2	8	114	114	0.78	0.00	1.56	6.25	89.06	7.81
4357	43	0	0	0	0	42	42	0.00	0.00	0.00	0.00	97.67	0.00
4358	544	7	2	15	25	483	483	1.29	0.37	2.76	4.60	88.79	7.72
4359	44782	173	107	6142	4225	33585	33585	0.39	0.24	13.72	9.43	75.00	23.39
4360	81	0	0	3	6	72	72	0.00	0.00	3.70	7.41	88.89	11.11
4361	99	2	0	2	13	81	81	2.02	0.00	2.02	13.13	81.82	15.15
4362	55	0	0	0	1	51	51	0.00	0.00	0.00	1.82	92.73	1.82
4363	364	4	0	7	95	255	255	1.10	0.00	1.92	26.10	70.05	28.02
4364	61	0	0	2	5	54	54	0.00	0.00	3.28	8.20	88.52	11.48
4365	48	1	0	1	3	43	43	2.08	0.00	2.08	6.25	89.58	8.33
4366	106	0	0	1	5	99	99	0.00	0.00	0.94	4.72	93.40	5.66
4367	74	0	0	0	6	68	68	0.00	0.00	0.00	8.11	91.89	8.11
4368	100	0	0	6	1	92	92	0.00	0.00	6.00	1.00	92.00	7.00
4369	490	2	1	25	48	412	412	0.41	0.20	5.10	9.80	84.08	15.10
4370	31	0	0	0	8	23	23	0.00	0.00	0.00	25.81	74.19	25.81
4371	35	0	1	0	1	32	32	0.00	2.86	0.00	2.86	91.43	5.71
4372	77	0	0	3	3	71	71	0.00	0.00	3.90	3.90	92.21	7.79
4373	165	2	14	4	13	129	129	1.21	8.48	2.42	7.88	78.18	18.79
4374	38	0	0	0	0	37	37	0.00	0.00	0.00	0.00	97.37	0.00
4375	456	0	0	40	25	348	348	0.00	0.00	8.77	5.48	76.32	14.25
4376	46	0	0	0	5	41	41	0.00	0.00	0.00	10.87	89.13	10.87
4377	19380	80	33	2089	2128	14806	14806	0.41	0.17	10.78	10.98	76.40	21.93
4378	918	0	0	60	84	770	770	0.00	0.00	6.54	9.15	83.88	15.69
4379	50	0	0	0	4	20	20	0.00	0.00	0.00	8.00	40.00	8.00
4380	117	0	0	5	9	102	102	0.00	0.00	4.27	7.69	87.18	11.97
4381	176	1	0	2	14	159	159	0.57	0.00	1.14	7.95	90.34	9.09
4382	75	1	0	3	6	65	65	1.33	0.00	4.00	8.00	86.67	12.00
4383	333	12	0	10	30	278	278	3.60	0.00	3.00	9.01	83.48	12.01
4384	335	1	7	5	49	265	265	0.30	2.09	1.49	14.63	79.10	18.21
4385	148	0	0	2	13	129	129	0.00	0.00	1.35	8.78	87.16	10.14
4386	197	3	0	8	23	163	163	1.52	0.00	4.06	11.68	82.74	15.74
4387	789	1	0	36	76	667	667	0.13	0.00	4.56	9.63	84.54	14.20
4388	89	0	0	1	25	61	61	0.00	0.00	1.12	28.09	68.54	29.21
4389	86	0	0	3	10	73	73	0.00	0.00	3.49	11.63	84.88	15.12
4390	282	4	1	12	33	232	232	1.42	0.35	4.26	11.70	82.27	16.31
4391	117	0	0	2	4	111	111	0.00	0.00	1.71	3.42	94.87	5.13
4392	172	1	1	1	8	159	159	0.58	0.58	0.58	4.65	92.44	5.81
4393	539	0	1	11	33	493	493	0.00	0.19	2.04	6.12	91.47	8.35
4394	5354	9	4	510	447	4317	4317	0.17	0.07	9.53	8.35	80.63	17.95
4395	195	0	0	6	24	163	163	0.00	0.00	3.08	12.31	83.59	15.38
4396	36	0	0	0	2	34	34	0.00	0.00	0.00	5.56	94.44	5.56
4397	70	0	0	1	1	62	62	0.00	0.00	1.43	1.43	88.57	2.86
4398	3280	6	3	232	269	2749	2749	0.18	0.09	7.07	8.20	83.81	15.37
4399	25	0	0	2	2	20	20	0.00	0.00	8.00	8.00	80.00	16.00
4400	11674	28	16	719	1060	9575	9575	0.24	0.14	6.16	9.08	82.02	15.38
4401	104	2	0	2	3	93	93	1.92	0.00	1.92	2.88	89.42	4.81
4402	2193	13	2	46	243	1790	1790	0.59	0.09	2.10	11.08	81.62	13.27
4403	25	0	0	0	0	24	24	0.00	0.00	0.00	0.00	96.00	0.00
4404	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
4405	2273	5	5	221	167	1852	1852	0.22	0.22	9.72	7.35	81.48	17.29
4406	159	0	1	8	14	135	135	0.00	0.63	5.03	8.81	84.91	14.47
4407	2062	14	4	67	259	1661	1661	0.68	0.19	3.25	12.56	80.55	16.00
4408	3179	25	8	114	456	2551	2551	0.79	0.25	3.59	14.34	80.25	18.18
4409	748	2	1	46	46	650	650	0.27	0.13	6.15	6.15	86.90	12.43
4410	347	6	1	19	56	251	251	1.73	0.29	5.48	16.14	72.33	21.90
4411	60	0	0	1	3	56	56	0.00	0.00	1.67	5.00	93.33	6.67
4412	63	0	0	1	5	57	57	0.00	0.00	1.59	7.94	90.48	9.52
4413	342	3	0	3	43	289	289	0.88	0.00	0.88	12.57	84.50	13.45
4414	345	1	1	3	14	314	314	0.29	0.29	0.87	4.06	91.01	5.22
4415	106	0	0	2	3	101	101	0.00	0.00	1.89	2.83	95.28	4.72
4416	3259	14	7	154	440	2455	2455	0.43	0.21	4.73	13.50	75.33	18.44
4417	137	0	0	1	5	129	129	0.00	0.00	0.73	3.65	94.16	4.38
4418	492	5	0	16	28	420	420	1.02	0.00	3.25	5.69	85.37	8.94
4419	201	2	0	8	15	173	173	1.00	0.00	3.98	7.46	86.07	11.44
4420	2185	8	5	158	210	1695	1695	0.37	0.23	7.23	9.61	77.57	17.07
4421	645	4	1	35	32	562	562	0.62	0.16	5.43	4.96	87.13	10.54
4422	196	0	1	2	4	181	181	0.00	0.51	1.02	2.04	92.35	3.57
4423	64	0	0	7	6	48	48	0.00	0.00	10.94	9.38	75.00	20.31
4424	155	0	1	1	2	144	144	0.00	0.65	0.65	1.29	92.90	2.58
4425	96	2	0	1	6	87	87	2.08	0.00	1.04	6.25	90.63	7.29
4426	29	0	0	0	0	27	27	0.00	0.00	0.00	0.00	93.10	0.00
4427	84	0	0	0	1	83	83	0.00	0.00	0.00	1.19	98.81	1.19
4428	46	0	0	0	3	41	41	0.00	0.00	0.00	6.52	89.13	6.52
4429	1399	6	2	175	182	1010	1010	0.43	0.14	12.51	13.01	72.19	25.66
4430	249	4	0	4	16	219	219	1.61	0.00	1.61	6.43	87.95	8.03
4431	28	0	0	0	1	27	27	0.00	0.00	0.00	3.57	96.43	3.57
4432	76	0	0	1	6	65	65	0.00	0.00	1.32	7.89	85.53	9.21
4433	5591	30	11	404	481	4573	4573	0.54	0.20	7.23	8.60	81.79	16.03
4434	2003	5	3	182	75	1725	1725	0.25	0.15	9.09	3.74	86.12	12.98
4435	1322	8	3	30	143	1063	1063	0.61	0.23	2.27	10.82	80.41	13.31
4436	429	2	0	8	32	353	353	0.47	0.00	1.86	7.46	82.28	9.32
4437	138	0	0	1	4	132	132	0.00	0.00	0.72	2.90	95.65	3.62
4438	34	0	0	2	1	31	31	0.00	0.00	5.88	2.94	91.18	8.82
4439	199	0	0	3	17	174	174	0.00	0.00	1.51	8.54	87.44	10.05
4440	138	0	1	5	22	110	110	0.00	0.72	3.62	15.94	79.71	20.29
4441	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
4442	189	0	0	4	22	162	162	0.00	0.00	2.12	11.64	85.71	13.76
4443	99	0	0	0	3	93	93	0.00	0.00	0.00	3.03	93.94	3.03
4444	44	0	0	0	7	35	35	0.00	0.00	0.00	15.91	79.55	15.91
4445	133	0	0	2	4	126	126	0.00	0.00	1.50	3.01	94.74	4.51
4446	394	0	1	16	24	331	331	0.00	0.25	4.06	6.09	84.01	10.41
4447	420	2	0	13	25	333	333	0.48	0.00	3.10	5.95	79.29	9.05
4448	685	0	0	72	44	536	536	0.00	0.00	10.51	6.42	78.25	16.93
4449	115	0	0	4	7	104	104	0.00	0.00	3.48	6.09	90.43	9.57
4450	40	0	0	2	0	34	34	0.00	0.00	5.00	0.00	85.00	5.00
4451	46	0	1	0	0	45	45	0.00	2.17	0.00	0.00	97.83	2.17
4452	61	1	0	0	1	59	59	1.64	0.00	0.00	1.64	96.72	1.64
